,livestock,fcr,item_name,production,rum_feed_req,pasture_produced,g_rat,eff_yield_tonnes_km2,fp_m2_kg,fp_m2_kg_err,fp_m2_kg_perc,Country_ISO
241,bvmilk,0.7,"Milk, Total",308940.0,216258.0,158865.21303977186,0.16086818743779374,73.09762926932432,13.68033423239423,0.884280033726504,0.0646387740756056,OMN
242,sgmeat,15,Sheep and Goat Meat,49649.0,744735.0,25530.844054546622,0.5539872262366493,3.4112226992351355,293.1500192655906,17.02334514419145,0.058070421372780096,OMN
243,other,15,"Meat, nes",,,,,,,,,OMN
244,bvmeat,25,Beef and Buffalo Meat,20926.0,523150.0,20926.0,0.64961955998721,64.4254,15.521828347204675,0.19859667590490546,0.012794670283843896,PRK
245,bvmilk,0.7,"Milk, Total",84175.0,58922.49999999999,84175.0,0.07316679446305338,2300.9071428571433,0.4346111937217308,0.005560706925337351,0.012794670283843896,PRK
246,sgmeat,15,Sheep and Goat Meat,14883.0,223245.0,14883.0,0.2772136455497366,107.37566666666666,9.313097008322806,0.12144153622969037,0.013039865913687153,PRK
247,other,15,"Meat, nes",,,,,,,,,PRK
248,bvmeat,25,Beef and Buffalo Meat,326398.0,8159950.0,0.0,0.5549677086047475,,,,0.006467427227523033,NGA
249,bvmilk,0.7,"Milk, Total",524733.0,367313.1,0.0,0.024981391975135443,,,,0.006467427227523033,NGA
250,sgmeat,15,Sheep and Goat Meat,411747.0,6176205.0,0.0,0.4200508994201171,,,,0.01229285846293277,NGA
251,other,15,"Meat, nes",,,,,,,,,NGA
252,bvmeat,25,Beef and Buffalo Meat,68758.0,1718950.0,40192.65485967815,0.48195560675630017,0.28974682648877775,3451.2888790474162,56.68906726426662,0.01642547733643011,NER
253,bvmilk,0.7,"Milk, Total",1510964.0,1057674.8,883237.6531807024,0.296548648875679,10.348100946027776,96.63608861332767,1.5872938833994654,0.01642547733643011,NER
254,sgmeat,15,Sheep and Goat Meat,52666.0,789990.0,30786.037418770316,0.2214957443680209,0.4829113774812962,2070.77332742845,35.69766515099009,0.017238808650930686,NER
255,other,15,"Meat, nes",,,,,,,,,NER
256,bvmeat,25,Beef and Buffalo Meat,152411.0,3810275.0,143890.60898196645,0.7952951729547189,5.495969040097205,181.95153442536736,3.9896065446752216,0.02192675405170421,NIC
257,bvmilk,0.7,"Milk, Total",1399757.0,979829.8999999999,1321504.9252138652,0.2045138447452493,196.2846085749002,5.094642963910286,0.11170898325090621,0.02192675405170421,NIC
258,sgmeat,15,Sheep and Goat Meat,61.0,915.0,57.58985340887438,0.00019098230003177402,9.15994840016201,109.17092065522041,2.847966526367974,0.026087226426919283,NIC
259,other,15,"Meat, nes",,,,,,,,,NIC
260,bvmeat,25,Beef and Buffalo Meat,701294.0,17532350.0,592719.2224667326,0.44108967151111345,14.066380006280747,71.09149614566735,1.378080906296641,0.019384609707368324,NZL
261,bvmilk,0.7,"Milk, Total",21871305.0,15309913.499999998,18485175.823453162,0.38517624371967024,502.37071451002674,1.9905618920786858,0.03858626537630595,0.019384609707368324,NZL
262,sgmeat,15,Sheep and Goat Meat,460370.0,6905550.0,389095.2274609646,0.1737340847692163,23.44396667713458,42.654897687400414,0.7493276644999546,0.017567212796792013,NZL
263,other,15,"Meat, nes",,,,,,,,,NZL
264,bvmeat,25,Beef and Buffalo Meat,432840.0,10821000.0,322350.23273424123,0.502099621836067,83.11706632487927,12.031223480522096,0.426513771539281,0.03545057343750483,NLD
265,bvmilk,0.7,"Milk, Total",14932000.0,10452400.0,11120353.190989027,0.4849964039626012,2968.466654459974,0.33687425745461874,0.01194238560309987,0.03545057343750483,NLD
266,sgmeat,15,Sheep and Goat Meat,18540.0,278100.0,13807.34986344338,0.012903974201331693,138.5284438747988,7.218734088313258,0.26516130888221456,0.03673238349525805,NLD
267,other,15,"Meat, nes",,,,,,,,,NLD
268,bvmeat,25,Beef and Buffalo Meat,239717.0,5992925.0,154676.05225220672,0.6750291582341876,12.763315813513062,78.34954604361178,1.7251179520815343,0.022018225237977515,NPL
269,bvmilk,0.7,"Milk, Total",2455327.0,1718728.9,1584286.001194133,0.19359363292545315,455.8327076254665,2.19378728922113,0.04830330265828296,0.022018225237977515,NPL
270,sgmeat,15,Sheep and Goat Meat,77758.0,1166370.0,50172.914190595955,0.13137720884035917,21.272193022521773,47.00972762616706,1.3531653878658383,0.028784795322077655,NPL
271,other,15,"Meat, nes",,,,,,,,,NPL
272,bvmeat,25,Beef and Buffalo Meat,31952.0,798800.0,29202.108856346127,0.7679968741719613,0.10006245789473685,9993.758109079976,174.4615801339947,0.0174570545164071,NAM
273,bvmilk,0.7,"Milk, Total",112012.0,78408.4,102371.88962246627,0.07538483488836355,3.5736592105263165,279.8252270542393,4.8849242437518505,0.0174570545164071,NAM
274,sgmeat,15,Sheep and Goat Meat,10860.0,162900.0,9925.353723708029,0.15661829093967514,0.16677076315789474,5996.254865447986,71.05507376976158,0.011849908878823645,NAM
275,other,15,"Meat, nes",,,,,,,,,NAM
276,bvmeat,25,Beef and Buffalo Meat,16184.0,404600.0,11970.224882859604,0.4884194728956768,0.06910726060285872,14470.259583095578,346.8513796896531,0.023969948686673955,MOZ
277,bvmilk,0.7,"Milk, Total",557859.0,390501.3,412611.07778838207,0.4713999978029573,2.468116450102097,405.1672683266762,9.711838631310286,0.023969948686673955,MOZ
278,sgmeat,15,Sheep and Goat Meat,2219.0,33285.0,1641.2462317761654,0.0401805293013658,0.11517876767143118,8682.15574985735,229.5622838996754,0.02644070096340384,MOZ
279,other,15,"Meat, nes",,,,,,,,,MOZ
280,bvmeat,25,Beef and Buffalo Meat,282000.0,7050000.0,222261.62145043619,0.5868077770958138,1.8036377752380952,554.435049946762,11.893811291574172,0.021452127337036577,MAR
281,bvmilk,0.7,"Milk, Total",2591651.0,1814155.7,2042640.2606157602,0.15100151398903547,64.41563482993197,15.524181398509334,0.3330267161640768,0.021452127337036577,MAR
282,sgmeat,15,Sheep and Goat Meat,210000.0,3150000.0,165513.97342053757,0.26219070891515084,3.0060629587301584,332.6610299680572,5.9458918537073036,0.017873725258044922,MAR
283,other,15,"Meat, nes",,,,,,,,,MAR
284,bvmeat,25,Beef and Buffalo Meat,6010.0,150250.0,3646.1625503257496,0.5160954809271376,2.9037810110974105,344.37858646305955,18.977677079326536,0.05510701833768696,MNE
285,bvmilk,0.7,"Milk, Total",175819.0,123073.29999999999,106666.33168647638,0.42274591649111404,103.70646468205038,9.642600420965666,0.531374958221143,0.05510701833768696,MNE
286,sgmeat,15,Sheep and Goat Meat,1187.0,17805.0,720.1322707548527,0.06115860258174832,4.8396350184956844,206.6271518778357,9.134500150630677,0.04420764680544633,MNE
287,other,15,"Meat, nes",,,,,,,,,MNE
288,bvmeat,25,Beef and Buffalo Meat,158477.0,3961925.0,153234.7151821819,0.401592827177114,0.34266136066917197,2918.3331264637873,36.93183875322537,0.012655114119194661,MNG
289,bvmilk,0.7,"Milk, Total",1082389.0,757672.2999999999,1046584.4894295493,0.07679998006796858,12.237905738184715,81.71332754098601,1.03409148509031,0.012655114119194661,MNG
290,sgmeat,15,Sheep and Goat Meat,343062.0,5145930.0,331713.79985631787,0.5216071927549174,0.5711022677819533,1750.9998758782724,15.918032703736616,0.009090824575731278,MNG
291,other,15,"Meat, nes",,,,,,,,,MNG
292,bvmeat,25,Beef and Buffalo Meat,7881.0,197025.0,0.0,0.43247468368600794,,,,0.0211985926419912,MDA
293,bvmilk,0.7,"Milk, Total",329694.0,230785.8,0.0,0.5065804636681756,,,,0.0211985926419912,MDA
294,sgmeat,15,Sheep and Goat Meat,1851.0,27765.0,0.0,0.06094485264581657,,,,0.028227111942509774,MDA
295,other,15,"Meat, nes",,,,,,,,,MDA
296,bvmeat,25,Beef and Buffalo Meat,2081262.0,52031550.0,1863812.8724767794,0.8318187318808643,3.0169355628862644,331.46216720761265,2.5491452354752364,0.007690606915867321,MEX
297,bvmilk,0.7,"Milk, Total",12783734.0,8948613.799999999,11448096.389363315,0.1430598278007786,107.74769867450945,9.280940681813155,0.07137606659330661,0.007690606915867321,MEX
298,sgmeat,15,Sheep and Goat Meat,104759.0,1571385.0,93813.8363684125,0.025121440318357075,5.028225938143774,198.87730032456759,3.5439448328810785,0.017819755332043243,MEX
299,other,15,"Meat, nes",,,,,,,,,MEX
300,bvmeat,25,Beef and Buffalo Meat,1446.0,36150.0,0.0,0.948072383949646,,,,0.16423983640463627,MUS
301,bvmilk,0.7,"Milk, Total",1800.0,1260.0,0.0,0.03304484657749803,,,,0.16423983640463627,MUS
302,sgmeat,15,Sheep and Goat Meat,48.0,720.0,0.0,0.01888276947285602,,,,0.22284531343213346,MUS
303,other,15,"Meat, nes",,,,,,,,,MUS
304,bvmeat,25,Beef and Buffalo Meat,29716.0,742900.0,25022.780814345093,0.4022736774663982,0.15847993885350317,6309.946907061765,106.70566828722652,0.01691070778548185,MRT
305,bvmilk,0.7,"Milk, Total",364311.0,255017.69999999998,306773.26360394654,0.13808979404768162,5.659997816196543,176.67851339772938,2.9877587120423414,0.01691070778548185,MRT
306,sgmeat,15,Sheep and Goat Meat,56589.0,848835.0,47651.57300790734,0.4596365284859202,0.2641332314225053,3785.9681442370593,78.31447645466622,0.020685455733132692,MRT
307,other,15,"Meat, nes",,,,,,,,,MRT
308,bvmeat,25,Beef and Buffalo Meat,29716.0,742900.0,29465.97982943791,0.4022736774663982,0.1866206124840764,5358.464891359876,2497.1443736858746,0.4660186124784233,MLT
309,bvmilk,0.7,"Milk, Total",364311.0,255017.69999999998,361245.8129506782,0.13808979404768162,6.665021874431302,150.03701695807652,69.92004246320448,0.4660186124784233,MLT
310,sgmeat,15,Sheep and Goat Meat,56589.0,848835.0,56112.87967990516,0.4596365284859202,0.31103435414012737,3215.078934815925,1075.866012275199,0.33463129026933086,MLT
311,other,15,"Meat, nes",,,,,,,,,MLT
312,bvmeat,25,Beef and Buffalo Meat,71252.0,1781300.0,6110.0186702154015,0.6379383014496095,0.027649416859122367,36167.12804812989,424.3419845763403,0.011732808422378506,MLI
313,bvmilk,0.7,"Milk, Total",996009.0,697206.2999999999,85410.00372905422,0.24969101374387626,0.9874791735400847,1012.6795853476367,11.881575568137526,0.011732808422378506,MLI
314,sgmeat,15,Sheep and Goat Meat,20918.0,313770.0,1793.7653756184495,0.11237068480651433,0.04608236143187062,21700.276828877933,192.30504859439492,0.008861870754500348,MLI
315,other,15,"Meat, nes",,,,,,,,,MLI
316,bvmeat,25,Beef and Buffalo Meat,43493.0,1087325.0,43493.0,0.9189555300150445,16.60657263157895,60.21712138833552,1.3275228584989465,0.022045604769744057,MYS
317,bvmilk,0.7,"Milk, Total",50719.0,35503.299999999996,50719.0,0.030005705625073577,593.0918796992482,1.6860793988733944,0.03717064003797049,0.022045604769744057,MYS
318,sgmeat,15,Sheep and Goat Meat,4026.0,60390.0,4026.0,0.051038764359881854,27.67762105263158,36.130272833001314,1.212958495544504,0.0335718055922509,MYS
319,other,15,"Meat, nes",,,,,,,,,MYS
320,bvmeat,25,Beef and Buffalo Meat,55626.0,1390650.0,0.0,0.5719036934989357,,,,0.026449386187249953,MWI
321,bvmilk,0.7,"Milk, Total",211151.0,147805.69999999998,0.0,0.0607849751915979,,,,0.026449386187249953,MWI
322,sgmeat,15,Sheep and Goat Meat,59544.0,893160.0,0.0,0.36731133130946636,,,,0.02823749682221554,MWI
323,other,15,"Meat, nes",,,,,,,,,MWI
324,bvmeat,25,Beef and Buffalo Meat,34887.0,872175.0,13616.125844844142,0.6787383664862664,0.053789876390937096,18590.858858498643,147.4806553909042,0.007932966223531127,MDG
325,bvmilk,0.7,"Milk, Total",491342.0,343939.39999999997,191766.9763767997,0.2676582870711343,1.9210670139620394,520.5440480379619,4.129458350945317,0.007932966223531127,MDG
326,sgmeat,15,Sheep and Goat Meat,4592.0,68880.0,1792.2220276757619,0.05360334644259929,0.08964979398489516,11154.515315099186,313.39983204824046,0.028096230378025503,MDG
327,other,15,"Meat, nes",,,,,,,,,MDG
328,bvmeat,25,Beef and Buffalo Meat,3886.0,97150.0,0.0,0.2119830771389289,,,,0.047608801625812346,MKD
329,bvmilk,0.7,"Milk, Total",447709.0,313396.3,0.0,0.6838364594745744,,,,0.047608801625812346,MKD
330,sgmeat,15,Sheep and Goat Meat,3183.0,47745.0,0.0,0.10418046338649675,,,,0.0406801418133905,MKD
331,other,15,"Meat, nes",,,,,,,,,MKD
332,bvmeat,25,Beef and Buffalo Meat,10340.0,258500.0,9397.87504263628,0.44985625482921127,30.60928937728938,32.66982084013855,2.7523742147200077,0.08424821881295433,LUX
333,bvmilk,0.7,"Milk, Total",450540.0,315378.0,409489.22840515955,0.5488385529420773,1093.1889063317635,0.9147549835238793,0.07706647801216021,0.08424821881295433,LUX
334,sgmeat,15,Sheep and Goat Meat,50.0,750.0,45.44427003209033,0.0013051922287114447,51.01548229548229,19.60189250408313,1.2616786874624744,0.0643651467428292,LUX
335,other,15,"Meat, nes",,,,,,,,,LUX
336,bvmeat,25,Beef and Buffalo Meat,43410.0,1085250.0,27943.520473947814,0.5051976823052562,8.406086930091186,118.96141549765682,6.345003015868803,0.0533366469230839,LTU
337,bvmilk,0.7,"Milk, Total",1491670.0,1044168.9999999999,960205.2795524934,0.4860739541442037,300.2173903603995,3.330919633934391,0.1776600844443265,0.0533366469230839,LTU
338,sgmeat,15,Sheep and Goat Meat,1250.0,18750.0,804.6394976372902,0.008728363550540017,14.01014488348531,71.37684929859408,2.6293503755341296,0.03683757971067967,LTU
339,other,15,"Meat, nes",,,,,,,,,LTU
340,bvmeat,25,Beef and Buffalo Meat,7010.0,175250.0,2603.614182831621,0.17678882295161777,0.11073124511278193,9030.874700103666,480.19531912757304,0.053172625584325825,LBY
341,bvmilk,0.7,"Milk, Total",231151.0,161805.69999999998,85852.78487527989,0.16322647218181213,3.9546873254564985,252.8644916029026,13.445468935572041,0.053172625584325825,LBY
342,sgmeat,15,Sheep and Goat Meat,43616.0,654240.0,16199.605734434233,0.6599847048665701,0.1845520751879699,5418.5248200622,174.13064735415603,0.03213617232303407,LBY
343,other,15,"Meat, nes",,,,,,,,,LBY
344,bvmeat,25,Beef and Buffalo Meat,1177.0,29425.0,1177.0,0.42304955107146197,0.22748070381998953,4395.977255245887,172.59747529040405,0.03926259515661436,LBR
345,bvmilk,0.7,"Milk, Total",9435.0,6604.5,9435.0,0.09495431639937028,8.124310850713911,123.08736314688483,4.832729308131313,0.03926259515661436,LBR
346,sgmeat,15,Sheep and Goat Meat,2235.0,33525.0,2235.0,0.4819961325291678,0.37913450636664925,2637.5863531475316,112.28033915792055,0.04256935096131817,LBR
347,other,15,"Meat, nes",,,,,,,,,LBR
348,bvmeat,25,Beef and Buffalo Meat,1686.0,42150.0,1316.1844482617457,0.2399889314713457,0.27421773999999993,3646.737078352408,108.00858272189109,0.029617869454600015,LSO
349,bvmilk,0.7,"Milk, Total",173333.0,121333.09999999999,135313.2852731632,0.6908327644390494,9.793490714285713,102.10863819386742,3.0242403162129503,0.029617869454600015,LSO
350,sgmeat,15,Sheep and Goat Meat,810.0,12150.0,632.3306068161412,0.06917830408960499,0.4570295666666666,2188.0422470114445,42.332360620542026,0.019347140430383384,LSO
351,other,15,"Meat, nes",,,,,,,,,LSO
352,bvmeat,25,Beef and Buffalo Meat,44265.0,1106625.0,21720.693722988643,0.7480341732901727,7.259258500000002,137.75511644887692,9.077763872275817,0.06589783455081116,LBN
353,bvmilk,0.7,"Milk, Total",371018.0,259712.59999999998,182057.3442610595,0.17555531461338875,259.2592321428571,3.857143260568556,0.254177388423723,0.06589783455081116,LBN
354,sgmeat,15,Sheep and Goat Meat,7536.0,113040.0,3697.891062836155,0.07641051209643838,12.098764166666669,82.65306986932617,5.998410837103923,0.07257335809289796,LBN
355,other,15,"Meat, nes",,,,,,,,,LBN
356,bvmeat,25,Beef and Buffalo Meat,16030.0,400750.0,10094.347229709627,0.361273630405582,4.463418849840255,224.0435042379654,2.980806536428699,0.013304588082422901,LVA
357,bvmilk,0.7,"Milk, Total",990100.0,693070.0,623481.796140705,0.6247982907678022,159.40781606572338,6.273218118663033,0.0834625830200036,0.013304588082422901,LVA
358,sgmeat,15,Sheep and Goat Meat,1030.0,15450.0,648.6074639177115,0.013928078826615703,7.439031416400423,134.4261025427793,2.349879656637906,0.017480828590489623,LVA
359,other,15,"Meat, nes",,,,,,,,,LVA
360,bvmeat,25,Beef and Buffalo Meat,59010.0,1475250.0,0.0,0.9699147277138217,,,,0.020491897520456406,LAO
361,bvmilk,0.7,"Milk, Total",7300.0,5110.0,0.0,0.003359609733006358,,,,0.020491897520456406,LAO
362,sgmeat,15,Sheep and Goat Meat,2710.0,40650.0,0.0,0.026725662553171905,,,,0.022629601069581336,LAO
363,other,15,"Meat, nes",,,,,,,,,LAO
364,bvmeat,25,Beef and Buffalo Meat,113611.0,2840275.0,72121.79795720572,0.5494613488368575,1.4578350278218957,685.9486710880227,24.64610786614744,0.0359299593467465,KGZ
365,bvmilk,0.7,"Milk, Total",1707227.0,1195058.9,1083770.7683330528,0.23118841490119482,52.06553670792485,19.206562790464634,0.6900910202521282,0.0359299593467465,KGZ
366,sgmeat,15,Sheep and Goat Meat,75591.0,1133865.0,47986.188215781374,0.21935023626194766,2.429725046369826,411.56920265281366,9.698927005797438,0.02356572586889874,KGZ
367,other,15,"Meat, nes",,,,,,,,,KGZ
368,bvmeat,25,Beef and Buffalo Meat,1900.0,47500.0,1172.3816142903518,0.05293895336234239,16.283761764705876,61.41087142207171,3.4934386564085846,0.05688632282057158,KWT
369,bvmilk,0.7,"Milk, Total",73707.0,51594.899999999994,45480.38507605208,0.05750273694388883,581.5629201680671,1.7195043998180075,0.09781628237944036,0.05688632282057158,KWT
370,sgmeat,15,Sheep and Goat Meat,53211.0,798165.0,32833.47267263363,0.8895583096937687,27.13960294117646,36.84652285324302,1.6297709995766865,0.04423133781355554,KWT
371,other,15,"Meat, nes",,,,,,,,,KWT
372,bvmeat,25,Beef and Buffalo Meat,244217.0,6105425.0,214752.4676858379,0.49346082622141846,2.0431764676056337,489.4339847070989,8.50528081831047,0.017377789618349536,KEN
373,bvmilk,0.7,"Milk, Total",5515670.0,3860968.9999999995,4850210.032228491,0.3120564011113532,72.97058812877263,13.704151571798768,0.2381478629126931,0.017377789618349536,KEN
374,sgmeat,15,Sheep and Goat Meat,160418.0,2406270.0,141063.73168627388,0.19448277266722833,3.405294112676057,293.66039082425925,4.356010918132738,0.01483349833427004,KEN
375,other,15,"Meat, nes",,,,,,,,,KEN
376,bvmeat,25,Beef and Buffalo Meat,521847.0,13046175.0,384159.9205011645,0.656820466202859,0.31732013237990864,3151.3916009676914,20.29417189258615,0.006439749311496058,KAZ
377,bvmilk,0.7,"Milk, Total",6042035.0,4229424.5,4447870.13294175,0.21293387309765463,11.332861870711021,88.23896482709536,0.5682368129924122,0.006439749311496058,KAZ
378,sgmeat,15,Sheep and Goat Meat,172468.0,2587020.0,126963.0622941108,0.1302456606994863,0.5288668872998478,1890.8349605806145,16.830033272606855,0.008900847310036458,KAZ
379,other,15,"Meat, nes",,,,,,,,,KAZ
380,bvmeat,25,Beef and Buffalo Meat,30733.0,768325.0,5573.065497812298,0.5487139742753433,1.3688133153638846,730.5598132161364,61.973001492344956,0.08482946963578768,JOR
381,bvmilk,0.7,"Milk, Total",427948.0,299563.6,77603.3004801932,0.21393906680666283,48.88618983442445,20.45567477005182,1.7352440417856592,0.08482946963578768,JOR
382,sgmeat,15,Sheep and Goat Meat,22156.0,332340.0,4017.7281479038584,0.23734695891799382,2.2813555256064744,438.33588792968186,31.216277945503695,0.07121542817984237,JOR
383,other,15,"Meat, nes",,,,,,,,,JOR
384,bvmeat,25,Beef and Buffalo Meat,477463.0,11936575.0,474528.5186794521,0.6960623377301932,219.9138028387097,4.5472361765915394,0.054937085354676916,0.012081423357221786,JPN
385,bvmilk,0.7,"Milk, Total",7440965.0,5208675.5,7395232.926940201,0.30373560631990193,7854.064387096773,0.12732261294456312,0.0015382383899309538,0.012081423357221786,JPN
386,sgmeat,15,Sheep and Goat Meat,231.0,3465.0,229.58027703707603,0.0002020559499048194,366.52300473118277,2.728341705954924,0.03844662999016386,0.014091574345782861,JPN
387,other,15,"Meat, nes",,,,,,,,,JPN
388,bvmeat,25,Beef and Buffalo Meat,7124.0,178100.0,7124.0,0.5377652517290918,5.784897816593888,172.86390040140657,8.45231580769757,0.048895783261111665,JAM
389,bvmilk,0.7,"Milk, Total",205022.0,143515.4,205022.0,0.4333385469286991,206.60349344978167,4.840189211239385,0.23666484261553197,0.048895783261111665,JAM
390,sgmeat,15,Sheep and Goat Meat,638.0,9570.0,638.0,0.028896201342208924,9.641496360989812,103.71834024084393,6.095905974217519,0.05877365526735427,JAM
391,other,15,"Meat, nes",,,,,,,,,JAM
392,bvmeat,25,Beef and Buffalo Meat,752609.0,18815225.0,520673.6734084649,0.6546489312683904,25.379664675473865,39.401623811301555,1.264938538945677,0.032103715953525125,ITA
393,bvmilk,0.7,"Milk, Total",13509520.0,9456664.0,9346222.812091172,0.3290311426498626,906.4165955526382,1.1032454667164433,0.035418279090478955,0.032103715953525125,ITA
394,sgmeat,15,Sheep and Goat Meat,31270.0,469050.0,21633.365754970637,0.016319926081747017,42.29944112578978,23.64097428678093,0.8940472022070415,0.03781769699343382,ITA
395,other,15,"Meat, nes",,,,,,,,,ITA
396,bvmeat,25,Beef and Buffalo Meat,145797.0,3644925.0,112293.61808858952,0.7336948661498651,92.75891296969696,10.780635175475654,1.118985259415069,0.10379585629245618,ISR
397,bvmilk,0.7,"Milk, Total",1605633.0,1123943.0999999999,1236667.0020126358,0.2262409466078354,3312.8183203463204,0.3018577849133183,0.03133158726362194,0.10379585629245618,ISR
398,sgmeat,15,Sheep and Goat Meat,13269.0,199035.0,10219.853758427775,0.04006418724229947,154.59818828282826,6.468381105285393,0.32591682802751537,0.05038615114393998,ISR
399,other,15,"Meat, nes",,,,,,,,,ISR
400,bvmeat,25,Beef and Buffalo Meat,145797.0,3644925.0,145797.0,0.7336948661498651,120.43401454545456,8.303302051120923,1.8211607593548669,0.21932970138175512,PSE
401,bvmilk,0.7,"Milk, Total",1605633.0,1123943.0999999999,1605633.0,0.2262409466078354,4301.214805194805,0.2324924574313859,0.05099250126193629,0.21932970138175512,PSE
402,sgmeat,15,Sheep and Goat Meat,13269.0,199035.0,13269.0,0.04006418724229947,200.72335757575757,4.981981230672554,0.2468077317105518,0.04954007658459873,PSE
403,other,15,"Meat, nes",,,,,,,,,PSE
404,bvmeat,25,Beef and Buffalo Meat,633380.0,15834500.0,577324.763755753,0.6938571741378843,20.458600934349647,48.87919771292947,0.79358403484923,0.01623561907685142,IRL
405,bvmilk,0.7,"Milk, Total",8561470.0,5993029.0,7803764.951769817,0.262610512896927,730.6643190839158,1.3686175359620256,0.02222035297577845,0.01623561907685142,IRL
406,sgmeat,15,Sheep and Goat Meat,66230.0,993450.0,60368.52932448692,0.04353231296518874,34.09766822391608,29.32751862775768,0.7950200014654417,0.02710832824134591,IRL
407,other,15,"Meat, nes",,,,,,,,,IRL
408,bvmeat,25,Beef and Buffalo Meat,39186.0,979650.0,0.0,0.46228392656270745,,,,0.0221051447543804,IRQ
409,bvmilk,0.7,"Milk, Total",404246.0,282972.19999999995,0.0,0.133530852573968,,,,0.0221051447543804,IRQ
410,sgmeat,15,Sheep and Goat Meat,57102.0,856530.0,0.0,0.4041852208633245,,,,0.014028594551447178,IRQ
411,other,15,"Meat, nes",,,,,,,,,IRQ
412,bvmeat,25,Beef and Buffalo Meat,534494.0,13362350.0,212888.60227081546,0.550878601557957,1.3110318010652382,762.7580041822639,8.573834548965452,0.011240569750765542,IRN
413,bvmilk,0.7,"Milk, Total",8364026.0,5854818.199999999,3331385.954747405,0.24137176936632215,46.822564323758506,21.35722411710339,0.24006736737103268,0.011240569750765542,IRN
414,sgmeat,15,Sheep and Goat Meat,335951.0,5039265.0,133809.05832709576,0.20774962907572084,2.1850530017753966,457.65480250935843,2.998883110559491,0.006552718542701555,IRN
415,other,15,"Meat, nes",,,,,,,,,IRN
416,bvmeat,25,Beef and Buffalo Meat,540503.0,13512575.0,540503.0,0.8107902007141178,6.0603392000000005,165.00726559991887,3.2227158070287096,0.01953075093579573,IDN
417,bvmilk,0.7,"Milk, Total",1574504.0,1102152.7999999998,1574504.0,0.06613207992774336,216.44068571428576,4.620203436797728,0.09023604259680386,0.01953075093579573,IDN
418,sgmeat,15,Sheep and Goat Meat,136747.0,2051205.0,136747.0,0.12307771935813877,10.100565333333334,99.00435935995132,4.157047304589083,0.04198852789375927,IDN
419,other,15,"Meat, nes",,,,,,,,,IDN
420,bvmeat,25,Beef and Buffalo Meat,2516140.0,62903500.0,1303160.5652025125,0.3080397279405424,40.368047839794045,24.772067353086598,0.12486884248006029,0.005040711406934781,IND
421,bvmilk,0.7,"Milk, Total",183955490.0,128768842.99999999,95274325.0854504,0.6305836617189571,1441.7159942783592,0.6936178858864246,0.0034963275894416873,0.005040711406934781,IND
422,sgmeat,15,Sheep and Goat Meat,835564.0,12533460.0,432755.75067479245,0.06137661034050046,67.28007973299007,14.863240411851958,0.1712988838102646,0.011525002560926804,IND
423,other,15,"Meat, nes",,,,,,,,,IND
424,bvmeat,25,Beef and Buffalo Meat,4652.0,116300.0,4194.760123090894,0.3219854012981853,0.744020331239292,1344.049292758345,36.14403851499519,0.026891899508252447,ISL
425,bvmilk,0.7,"Milk, Total",155495.0,108846.5,140211.5703654382,0.3013498192811946,26.572154687117568,37.63338019723366,1.0120330784198652,0.026891899508252447,ISL
426,sgmeat,15,Sheep and Goat Meat,9070.0,136050.0,8178.519844461395,0.3766647794206201,1.2400338853988198,806.4295756550072,9.22045564816197,0.01143367744253778,ISL
427,other,15,"Meat, nes",,,,,,,,,ISL
428,bvmeat,25,Beef and Buffalo Meat,29150.0,728750.0,9491.389743381911,0.33756398082312344,3.8383467099063617,260.52883587069067,2.312323891048986,0.00887550079944575,HUN
429,bvmilk,0.7,"Milk, Total",2019000.0,1413300.0,657396.7715913578,0.6546540982467517,137.08381106808437,7.294807404379337,0.06474506894937158,0.00887550079944575,HUN
430,sgmeat,15,Sheep and Goat Meat,1120.0,16800.0,364.6777534335417,0.007781920930124835,6.397244516510603,156.31730152241437,3.231423136982578,0.020672203943587292,HUN
431,other,15,"Meat, nes",,,,,,,,,HUN
432,bvmeat,25,Beef and Buffalo Meat,63681.0,1592025.0,55426.02453679079,0.7675097587188727,3.714783971193416,269.1946578198298,6.478961070133791,0.024067940733319148,HND
433,bvmilk,0.7,"Milk, Total",683419.0,478393.3,594827.3152574399,0.23063175908401268,132.6708561140506,7.537450418955233,0.18141090996374612,0.024067940733319148,HND
434,sgmeat,15,Sheep and Goat Meat,257.0,3855.0,223.68506000149546,0.0018584821971145268,6.191306618655692,161.5167946918979,1.7278249691155394,0.010697494167163606,HND
435,other,15,"Meat, nes",,,,,,,,,HND
436,bvmeat,25,Beef and Buffalo Meat,48287.0,1207175.0,26898.45895726023,0.8745596049852958,6.27685224489796,159.31552328841804,3.7038220141713443,0.023248343524353888,HTI
437,bvmilk,0.7,"Milk, Total",104019.0,72813.29999999999,57944.18378187198,0.052750902632738274,224.17329446064147,4.460834652075704,0.10370701639679762,0.023248343524353888,HTI
438,sgmeat,15,Sheep and Goat Meat,6689.0,100335.0,3726.133161412258,0.07268949238196587,10.461420408163267,95.5893139730508,7.035934068944643,0.07360586425934872,HTI
439,other,15,"Meat, nes",,,,,,,,,HTI
440,bvmeat,25,Beef and Buffalo Meat,2927.0,73175.0,0.0,0.5890995451435012,,,,0.022031860390005042,GUY
441,bvmilk,0.7,"Milk, Total",55000.0,38500.0,0.0,0.30994646379261764,,,,0.022031860390005042,GUY
